row_id	arm	choice	p_applies	p_does_not_apply	p_cannot	confidence	construct_absent	word_baseline
incident-client/incident-pagerduty#payload#PagerDutyChangeEventPayloadRecord$PagerDutyChangeEventPayloadBuilder.create#ConditionalsBoundaryMutator#SURVIVED#114	real	applies	0.790	0.200	0.010	0.700	0.960	true
incident-client/incident-pagerduty#payload#PagerDutyChangeEventPayloadRecord$PagerDutyChangeEventPayloadBuilder.create#ConditionalsBoundaryMutator#SURVIVED#114	swapped	does_not_apply	0.010	0.990	0.000	0.980	0.960	false
incident-client/incident-pagerduty#payload#PagerDutyChangeEventPayloadRecord$PagerDutyChangeEventPayloadBuilder.create#ConditionalsBoundaryMutator#SURVIVED#115	real	applies	0.730	0.260	0.010	0.600	0.960	true
incident-client/incident-pagerduty#payload#PagerDutyChangeEventPayloadRecord$PagerDutyChangeEventPayloadBuilder.create#ConditionalsBoundaryMutator#SURVIVED#115	swapped	does_not_apply	0.010	0.990	0.000	0.980	0.960	false
incident-client/incident-pagerduty#payload#PagerDutyChangeEventPayloadRecord$PagerDutyChangeEventPayloadBuilder.create#RemoveConditionalMutator_ORDER_IF#SURVIVED#113	real	applies	0.810	0.180	0.010	0.720	0.970	true
incident-client/incident-pagerduty#payload#PagerDutyChangeEventPayloadRecord$PagerDutyChangeEventPayloadBuilder.create#RemoveConditionalMutator_ORDER_IF#SURVIVED#113	swapped	does_not_apply	0.010	0.990	0.000	0.980	0.960	false
incident-client/incident-pagerduty#payload#PagerDutyChangeEventPayloadRecord$PagerDutyChangeEventPayloadBuilder.create#RemoveConditionalMutator_ORDER_IF#SURVIVED#114	real	applies	0.850	0.150	0.000	0.760	0.960	true
incident-client/incident-pagerduty#payload#PagerDutyChangeEventPayloadRecord$PagerDutyChangeEventPayloadBuilder.create#RemoveConditionalMutator_ORDER_IF#SURVIVED#114	swapped	does_not_apply	0.010	0.990	0.000	0.980	0.960	false
incident-client/incident-pagerduty#payload#PagerDutyChangeEventPayloadRecord$PagerDutyChangeEventPayloadBuilder.create#RemoveConditionalMutator_ORDER_IF#SURVIVED#115	real	applies	0.730	0.260	0.010	0.600	0.960	true
incident-client/incident-pagerduty#payload#PagerDutyChangeEventPayloadRecord$PagerDutyChangeEventPayloadBuilder.create#RemoveConditionalMutator_ORDER_IF#SURVIVED#115	swapped	does_not_apply	0.010	0.990	0.000	0.980	0.960	false
incident-client/incident-pagerduty#payload#PagerDutyChangeEventPayloadRecord$PagerDutyChangeEventPayloadBuilder.customDetailsObject#RemoveConditionalMutator_EQUAL_IF#SURVIVED#146	real	does_not_apply	0.230	0.760	0.010	0.650	0.970	true
incident-client/incident-pagerduty#payload#PagerDutyChangeEventPayloadRecord$PagerDutyChangeEventPayloadBuilder.customDetailsObject#RemoveConditionalMutator_EQUAL_IF#SURVIVED#146	swapped	does_not_apply	0.020	0.980	0.000	0.960	0.960	false
incident-client/incident-pagerduty#payload#PagerDutyChangeEventPayloadRecord$PagerDutyChangeEventPayloadBuilder.image#RemoveConditionalMutator_EQUAL_IF#SURVIVED#190	real	does_not_apply	0.470	0.520	0.010	0.280	0.970	true
incident-client/incident-pagerduty#payload#PagerDutyChangeEventPayloadRecord$PagerDutyChangeEventPayloadBuilder.image#RemoveConditionalMutator_EQUAL_IF#SURVIVED#190	swapped	does_not_apply	0.050	0.940	0.010	0.910	0.960	false
incident-client/incident-pagerduty#payload#PagerDutyChangeEventPayloadRecord$PagerDutyChangeEventPayloadBuilder.link#RemoveConditionalMutator_EQUAL_IF#SURVIVED#178	real	does_not_apply	0.250	0.740	0.010	0.600	0.960	true
incident-client/incident-pagerduty#payload#PagerDutyChangeEventPayloadRecord$PagerDutyChangeEventPayloadBuilder.link#RemoveConditionalMutator_EQUAL_IF#SURVIVED#178	swapped	does_not_apply	0.050	0.940	0.010	0.910	0.960	false
incident-client/incident-pagerduty#payload#PagerDutyChangeEventPayloadRecord$PagerDutyChangeEventPayloadBuilder.summary#ConditionalsBoundaryMutator#SURVIVED#123	real	applies	0.990	0.010	0.000	0.990	0.580	true
incident-client/incident-pagerduty#payload#PagerDutyChangeEventPayloadRecord$PagerDutyChangeEventPayloadBuilder.summary#ConditionalsBoundaryMutator#SURVIVED#123	swapped	does_not_apply	0.010	0.990	0.000	0.980	0.610	true
incident-client/incident-pagerduty#payload#PagerDutyEventPayloadBuilder.create#ConditionalsBoundaryMutator#SURVIVED#53	real	applies	0.680	0.310	0.010	0.520	0.970	true
incident-client/incident-pagerduty#payload#PagerDutyEventPayloadBuilder.create#ConditionalsBoundaryMutator#SURVIVED#53	swapped	does_not_apply	0.010	0.990	0.000	0.980	0.960	false
incident-client/incident-pagerduty#payload#PagerDutyEventPayloadBuilder.create#ConditionalsBoundaryMutator#SURVIVED#54	real	applies	0.780	0.210	0.010	0.680	0.970	true
incident-client/incident-pagerduty#payload#PagerDutyEventPayloadBuilder.create#ConditionalsBoundaryMutator#SURVIVED#54	swapped	does_not_apply	0.010	0.990	0.000	0.980	0.960	false
incident-client/incident-pagerduty#payload#PagerDutyEventPayloadBuilder.create#ConditionalsBoundaryMutator#SURVIVED#55	real	applies	0.750	0.240	0.010	0.620	0.960	true
incident-client/incident-pagerduty#payload#PagerDutyEventPayloadBuilder.create#ConditionalsBoundaryMutator#SURVIVED#55	swapped	does_not_apply	0.010	0.990	0.000	0.980	0.960	false
incident-client/incident-pagerduty#payload#PagerDutyEventPayloadBuilder.create#RemoveConditionalMutator_ORDER_IF#SURVIVED#53	real	does_not_apply	0.430	0.560	0.010	0.340	0.960	true
incident-client/incident-pagerduty#payload#PagerDutyEventPayloadBuilder.create#RemoveConditionalMutator_ORDER_IF#SURVIVED#53	swapped	does_not_apply	0.010	0.990	0.000	0.980	0.950	false
incident-client/incident-pagerduty#payload#PagerDutyEventPayloadBuilder.create#RemoveConditionalMutator_ORDER_IF#SURVIVED#54	real	does_not_apply	0.360	0.630	0.010	0.450	0.960	true
incident-client/incident-pagerduty#payload#PagerDutyEventPayloadBuilder.create#RemoveConditionalMutator_ORDER_IF#SURVIVED#54	swapped	does_not_apply	0.010	0.990	0.000	0.980	0.950	false
incident-client/incident-pagerduty#payload#PagerDutyEventPayloadBuilder.create#RemoveConditionalMutator_ORDER_IF#SURVIVED#55	real	does_not_apply	0.320	0.670	0.010	0.500	0.960	true
incident-client/incident-pagerduty#payload#PagerDutyEventPayloadBuilder.create#RemoveConditionalMutator_ORDER_IF#SURVIVED#55	swapped	does_not_apply	0.010	0.990	0.000	0.970	0.950	false
incident-client/incident-webhook#adapter#WebhookClient$Builder.createClient#RemoveConditionalMutator_EQUAL_IF#SURVIVED#46	real	applies	0.610	0.390	0.000	0.410	0.370	true
incident-client/incident-webhook#adapter#WebhookClient$Builder.createClient#RemoveConditionalMutator_EQUAL_IF#SURVIVED#46	swapped	does_not_apply	0.070	0.930	0.000	0.900	0.440	true
incident-client/incident-webhook#adapter#WebhookClientImpl.lambda$static$0#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#27	real	applies	0.720	0.280	0.000	0.580	0.880	true
incident-client/incident-webhook#adapter#WebhookClientImpl.lambda$static$0#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#27	swapped	applies	0.920	0.080	0.000	0.870	0.850	true
incident-client/incident-webhook#adapter#WebhookClientImpl.lambda$static$0#RemoveConditionalMutator_ORDER_IF#SURVIVED#23	real	applies	0.940	0.060	0.000	0.900	0.480	true
incident-client/incident-webhook#adapter#WebhookClientImpl.lambda$static$0#RemoveConditionalMutator_ORDER_IF#SURVIVED#23	swapped	does_not_apply	0.070	0.930	0.000	0.890	0.300	false
incident-client/incident-webhook#config#WebhookConfig$Parser.test#BooleanTrueReturnValsMutator#SURVIVED#181	real	applies	0.790	0.210	0.000	0.680	0.170	true
incident-client/incident-webhook#config#WebhookConfig$Parser.test#BooleanTrueReturnValsMutator#SURVIVED#181	swapped	does_not_apply	0.060	0.940	0.000	0.900	0.180	true
incident-client/incident-webhook#format#TelegramTextFormat.render#ConditionalsBoundaryMutator#SURVIVED#36	real	applies	0.990	0.010	0.000	0.980	0.310	true
incident-client/incident-webhook#format#TelegramTextFormat.render#ConditionalsBoundaryMutator#SURVIVED#36	swapped	does_not_apply	0.010	0.990	0.000	0.990	0.210	true
json-iterator/json-iterator#iterator#BytesJsonIterator.doubleReusableCharBuffer#ConditionalsBoundaryMutator#SURVIVED#192	real	applies	1.000	0.000	0.000	0.990	0.160	true
json-iterator/json-iterator#iterator#BytesJsonIterator.doubleReusableCharBuffer#ConditionalsBoundaryMutator#SURVIVED#192	swapped	does_not_apply	0.010	0.990	0.000	0.990	0.150	false
json-iterator/json-iterator#iterator#BytesJsonIterator.doubleReusableCharBuffer#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#192	real	applies	0.980	0.020	0.000	0.960	0.180	true
json-iterator/json-iterator#iterator#BytesJsonIterator.doubleReusableCharBuffer#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#192	swapped	does_not_apply	0.010	0.990	0.000	0.990	0.190	false
json-iterator/json-iterator#util#JIUtil.ensureCapacity#ConditionalsBoundaryMutator#SURVIVED#135	real	does_not_apply	0.330	0.540	0.130	0.320	0.900	false
json-iterator/json-iterator#util#JIUtil.ensureCapacity#ConditionalsBoundaryMutator#SURVIVED#135	swapped	does_not_apply	0.200	0.770	0.030	0.650	0.890	false
json-iterator/json-iterator#util#JIUtil.escapeJson#MathMutator#SURVIVED#83	real	does_not_apply	0.480	0.500	0.020	0.240	0.200	false
json-iterator/json-iterator#util#JIUtil.escapeJson#MathMutator#SURVIVED#83	swapped	does_not_apply	0.010	0.980	0.010	0.980	0.150	false
json-iterator/json-iterator#util#JIUtil.escapeJson#MathMutator#SURVIVED#83	real	does_not_apply	0.480	0.500	0.020	0.240	0.200	false
json-iterator/json-iterator#util#JIUtil.escapeJson#MathMutator#SURVIVED#83	swapped	does_not_apply	0.010	0.980	0.010	0.980	0.150	false
json-iterator/json-iterator#util#JIUtil.escapeQuotes#IncrementsMutator#SURVIVED#213	real	applies	0.770	0.210	0.020	0.650	0.950	true
json-iterator/json-iterator#util#JIUtil.escapeQuotes#IncrementsMutator#SURVIVED#213	swapped	applies	0.470	0.460	0.070	0.200	0.950	true
json-iterator/json-iterator#util#JIUtil.escapeQuotesChecked#IncrementsMutator#SURVIVED#159	real	applies	0.730	0.240	0.030	0.600	0.940	true
json-iterator/json-iterator#util#JIUtil.escapeQuotesChecked#IncrementsMutator#SURVIVED#159	swapped	applies	0.660	0.290	0.050	0.490	0.930	true
json-iterator/json-iterator#util#JIUtil.escapeQuotesRemoveNewLines#IncrementsMutator#SURVIVED#302	real	applies	0.670	0.280	0.040	0.510	0.950	true
json-iterator/json-iterator#util#JIUtil.escapeQuotesRemoveNewLines#IncrementsMutator#SURVIVED#302	swapped	applies	0.500	0.440	0.060	0.250	0.960	true
json-iterator/json-iterator#util#JIUtil.escapeQuotesRemoveNewLinesChecked#IncrementsMutator#SURVIVED#242	real	applies	0.750	0.210	0.040	0.640	0.960	true
json-iterator/json-iterator#util#JIUtil.escapeQuotesRemoveNewLinesChecked#IncrementsMutator#SURVIVED#242	swapped	applies	0.470	0.460	0.070	0.200	0.960	true
ravina/ravina-core#backoff#Backoff.fibonacci#ConditionalsBoundaryMutator#SURVIVED#61	real	applies	0.990	0.010	0.000	0.980	0.940	true
ravina/ravina-core#backoff#Backoff.fibonacci#ConditionalsBoundaryMutator#SURVIVED#61	swapped	does_not_apply	0.030	0.970	0.000	0.950	0.930	false
ravina/ravina-core#backoff#Backoff.fibonacci#ConditionalsBoundaryMutator#SURVIVED#71	real	applies	0.980	0.020	0.000	0.970	0.660	true
ravina/ravina-core#backoff#Backoff.fibonacci#ConditionalsBoundaryMutator#SURVIVED#71	swapped	does_not_apply	0.010	0.990	0.000	0.980	0.650	false
ravina/ravina-core#backoff#Backoff.fibonacci#ConditionalsBoundaryMutator#SURVIVED#87	real	applies	0.990	0.010	0.000	0.980	0.700	true
ravina/ravina-core#backoff#Backoff.fibonacci#ConditionalsBoundaryMutator#SURVIVED#87	swapped	does_not_apply	0.010	0.990	0.000	0.990	0.680	false
ravina/ravina-core#backoff#Backoff.fibonacci#ConditionalsBoundaryMutator#SURVIVED#93	real	applies	0.990	0.010	0.000	0.990	0.940	true
ravina/ravina-core#backoff#Backoff.fibonacci#ConditionalsBoundaryMutator#SURVIVED#93	swapped	does_not_apply	0.020	0.980	0.000	0.960	0.930	false
ravina/ravina-core#backoff#Backoff.fibonacci#ConditionalsBoundaryMutator#SURVIVED#93	real	applies	0.990	0.010	0.000	0.990	0.940	true
ravina/ravina-core#backoff#Backoff.fibonacci#ConditionalsBoundaryMutator#SURVIVED#93	swapped	does_not_apply	0.020	0.980	0.000	0.960	0.930	false
ravina/ravina-core#backoff#Backoff.fibonacci#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#93	real	applies	0.930	0.070	0.000	0.900	0.410	true
ravina/ravina-core#backoff#Backoff.fibonacci#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#93	swapped	does_not_apply	0.180	0.820	0.000	0.720	0.340	false
ravina/ravina-core#backoff#ExponentialBackoffErrorHandler.<init>#ConditionalsBoundaryMutator#SURVIVED#14	real	applies	0.990	0.010	0.000	0.990	0.950	true
ravina/ravina-core#backoff#ExponentialBackoffErrorHandler.<init>#ConditionalsBoundaryMutator#SURVIVED#14	swapped	does_not_apply	0.100	0.890	0.010	0.840	0.940	false
ravina/ravina-core#backoff#ExponentialBackoffErrorHandler.<init>#ConditionalsBoundaryMutator#SURVIVED#14	real	applies	0.990	0.010	0.000	0.990	0.950	true
ravina/ravina-core#backoff#ExponentialBackoffErrorHandler.<init>#ConditionalsBoundaryMutator#SURVIVED#14	swapped	does_not_apply	0.100	0.890	0.010	0.840	0.940	false
ravina/ravina-core#backoff#ExponentialBackoffErrorHandler.<init>#RemoveConditionalMutator_ORDER_IF#SURVIVED#14	real	applies	0.990	0.010	0.000	0.990	0.930	true
ravina/ravina-core#backoff#ExponentialBackoffErrorHandler.<init>#RemoveConditionalMutator_ORDER_IF#SURVIVED#14	swapped	does_not_apply	0.250	0.740	0.010	0.610	0.930	false
ravina/ravina-core#backoff#FibonacciBackoffErrorHandler.calculateDelay#ConditionalsBoundaryMutator#SURVIVED#21	real	applies	0.990	0.010	0.000	0.980	0.120	true
ravina/ravina-core#backoff#FibonacciBackoffErrorHandler.calculateDelay#ConditionalsBoundaryMutator#SURVIVED#21	swapped	does_not_apply	0.010	0.990	0.000	0.990	0.170	false
ravina/ravina-core#calls#ComposedCall.get#VoidMethodCallMutator#SURVIVED#58	real	applies	1.000	0.000	0.000	0.990	0.740	true
ravina/ravina-core#calls#ComposedCall.get#VoidMethodCallMutator#SURVIVED#58	swapped	does_not_apply	0.000	1.000	0.000	0.990	0.890	false
ravina/ravina-core#calls#CourteousBalancedCall.call#ConditionalsBoundaryMutator#SURVIVED#31	real	applies	0.970	0.030	0.000	0.950	0.580	false
ravina/ravina-core#calls#CourteousBalancedCall.call#ConditionalsBoundaryMutator#SURVIVED#31	swapped	does_not_apply	0.040	0.960	0.000	0.940	0.510	true
ravina/ravina-core#calls#CourteousBalancedCall.call#RemoveConditionalMutator_ORDER_IF#SURVIVED#31	real	applies	0.790	0.210	0.000	0.680	0.670	false
ravina/ravina-core#calls#CourteousBalancedCall.call#RemoveConditionalMutator_ORDER_IF#SURVIVED#31	swapped	does_not_apply	0.050	0.950	0.000	0.920	0.540	true
ravina/ravina-core#calls#CourteousBalancedCall.call#VoidMethodCallMutator#SURVIVED#58	real	applies	0.980	0.020	0.000	0.970	0.680	true
ravina/ravina-core#calls#CourteousBalancedCall.call#VoidMethodCallMutator#SURVIVED#58	swapped	does_not_apply	0.000	1.000	0.000	0.990	0.750	false
ravina/ravina-core#calls#UncheckedBalancedCall.get#RemoveConditionalMutator_EQUAL_IF#SURVIVED#53	real	does_not_apply	0.030	0.970	0.000	0.960	0.120	false
ravina/ravina-core#calls#UncheckedBalancedCall.get#RemoveConditionalMutator_EQUAL_IF#SURVIVED#53	swapped	does_not_apply	0.010	0.990	0.000	0.990	0.110	false
ravina/ravina-core#calls#UncheckedBalancedCall.get#RemoveConditionalMutator_EQUAL_IF#SURVIVED#92	real	does_not_apply	0.080	0.920	0.000	0.880	0.110	false
ravina/ravina-core#calls#UncheckedBalancedCall.get#RemoveConditionalMutator_EQUAL_IF#SURVIVED#92	swapped	does_not_apply	0.010	0.990	0.000	0.980	0.100	false
ravina/ravina-core#calls#UncheckedBalancedCall.get#VoidMethodCallMutator#SURVIVED#76	real	applies	0.990	0.010	0.000	0.990	0.820	true
ravina/ravina-core#calls#UncheckedBalancedCall.get#VoidMethodCallMutator#SURVIVED#76	swapped	does_not_apply	0.000	1.000	0.000	0.990	0.850	false
ravina/ravina-core#calls#UncheckedBalancedCall.get#VoidMethodCallMutator#SURVIVED#82	real	applies	0.990	0.010	0.000	0.990	0.830	true
ravina/ravina-core#calls#UncheckedBalancedCall.get#VoidMethodCallMutator#SURVIVED#82	swapped	does_not_apply	0.010	0.990	0.000	0.990	0.860	false
ravina/ravina-core#capacity#CapacityStateVal.claimRequest#ConditionalsBoundaryMutator#SURVIVED#106	real	applies	0.950	0.050	0.000	0.930	0.960	true
ravina/ravina-core#capacity#CapacityStateVal.claimRequest#ConditionalsBoundaryMutator#SURVIVED#106	swapped	does_not_apply	0.010	0.990	0.000	0.990	0.960	false
ravina/ravina-core#capacity#CapacityStateVal.durationUntil#ConditionalsBoundaryMutator#SURVIVED#208	real	applies	0.620	0.370	0.010	0.430	0.950	true
ravina/ravina-core#capacity#CapacityStateVal.durationUntil#ConditionalsBoundaryMutator#SURVIVED#208	swapped	does_not_apply	0.040	0.960	0.000	0.940	0.950	false
ravina/ravina-core#capacity#CapacityStateVal.tryClaimRequest#ConditionalsBoundaryMutator#SURVIVED#153	real	applies	0.770	0.230	0.000	0.650	0.950	true
ravina/ravina-core#capacity#CapacityStateVal.tryClaimRequest#ConditionalsBoundaryMutator#SURVIVED#153	swapped	does_not_apply	0.020	0.980	0.000	0.970	0.950	false
ravina/ravina-core#catchAll#HttpErrorTracker.lambda$logResponse$0#EmptyObjectReturnValsMutator#SURVIVED#59	real	applies	0.780	0.220	0.000	0.660	0.340	true
ravina/ravina-core#catchAll#HttpErrorTracker.lambda$logResponse$0#EmptyObjectReturnValsMutator#SURVIVED#59	swapped	applies	0.560	0.440	0.000	0.340	0.350	false
ravina/ravina-core#catchAll#HttpErrorTracker.logResponse#VoidMethodCallMutator#SURVIVED#49	real	applies	1.000	0.000	0.000	0.990	0.770	true
ravina/ravina-core#catchAll#HttpErrorTracker.logResponse#VoidMethodCallMutator#SURVIVED#49	swapped	does_not_apply	0.020	0.980	0.000	0.970	0.880	false
ravina/ravina-core#catchAll#NotifyClientImpl.lambda$postMsg$1#EmptyObjectReturnValsMutator#SURVIVED#73	real	applies	0.740	0.260	0.000	0.600	0.880	true
ravina/ravina-core#catchAll#NotifyClientImpl.lambda$postMsg$1#EmptyObjectReturnValsMutator#SURVIVED#73	swapped	applies	0.740	0.260	0.000	0.610	0.820	false
ravina/ravina-core#catchAll#UriCapacityConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#67	real	applies	0.840	0.160	0.000	0.750	0.730	true
ravina/ravina-core#catchAll#UriCapacityConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#67	swapped	does_not_apply	0.090	0.910	0.000	0.860	0.730	true
ravina/ravina-core#config#BackoffConfig.finer#ConditionalsBoundaryMutator#SURVIVED#82	real	applies	1.000	0.000	0.000	1.000	0.200	true
ravina/ravina-core#config#BackoffConfig.finer#ConditionalsBoundaryMutator#SURVIVED#82	swapped	does_not_apply	0.020	0.980	0.000	0.970	0.230	true
ravina/ravina-core#config#NetConfigRecord$Parser.parseProperties#NakedReceiverMutator#SURVIVED#95	real	applies	0.950	0.050	0.000	0.930	0.540	false
ravina/ravina-core#config#NetConfigRecord$Parser.parseProperties#NakedReceiverMutator#SURVIVED#95	swapped	does_not_apply	0.020	0.980	0.000	0.960	0.500	false
ravina/ravina-core#config#NetConfigRecord$Parser.test#NakedReceiverMutator#SURVIVED#129	real	applies	0.950	0.050	0.000	0.920	0.360	false
ravina/ravina-core#config#NetConfigRecord$Parser.test#NakedReceiverMutator#SURVIVED#129	swapped	does_not_apply	0.050	0.950	0.000	0.920	0.390	false
ravina/ravina-core#config#RemoteHttpResourceConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#72	real	applies	0.770	0.230	0.000	0.650	0.690	true
ravina/ravina-core#config#RemoteHttpResourceConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#72	swapped	does_not_apply	0.250	0.750	0.000	0.620	0.620	true
ravina/ravina-core#config#RemoteHttpResourceConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#76	real	applies	0.720	0.280	0.000	0.580	0.700	true
ravina/ravina-core#config#RemoteHttpResourceConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#76	swapped	does_not_apply	0.250	0.740	0.010	0.610	0.590	true
ravina/ravina-core#config#RemoteResourceConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#51	real	applies	0.870	0.130	0.000	0.800	0.610	true
ravina/ravina-core#config#RemoteResourceConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#51	swapped	does_not_apply	0.230	0.770	0.000	0.640	0.600	true
ravina/ravina-core#config#RemoteResourceConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#55	real	applies	0.660	0.330	0.010	0.490	0.270	true
ravina/ravina-core#config#RemoteResourceConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#55	swapped	does_not_apply	0.100	0.900	0.000	0.840	0.340	true
ravina/ravina-core#config#ServiceConfigUtil.configFilePath#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#19	real	does_not_apply	0.230	0.770	0.000	0.650	0.310	true
ravina/ravina-core#config#ServiceConfigUtil.configFilePath#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#19	swapped	does_not_apply	0.100	0.900	0.000	0.840	0.380	true
ravina/ravina-core#config#ServiceConfigUtil.configFilePaths#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#44	real	does_not_apply	0.280	0.720	0.000	0.570	0.230	true
ravina/ravina-core#config#ServiceConfigUtil.configFilePaths#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#44	swapped	does_not_apply	0.110	0.890	0.000	0.830	0.280	true
ravina/ravina-core#config#WebHookConfig$Parser.test#BooleanTrueReturnValsMutator#SURVIVED#157	real	does_not_apply	0.420	0.580	0.000	0.360	0.130	true
ravina/ravina-core#config#WebHookConfig$Parser.test#BooleanTrueReturnValsMutator#SURVIVED#157	swapped	does_not_apply	0.050	0.950	0.000	0.930	0.150	true
ravina/ravina-core#errorTracking#RootErrorTracker.expireOldFailures#ConditionalsBoundaryMutator#SURVIVED#97	real	applies	0.510	0.490	0.000	0.260	0.150	false
ravina/ravina-core#errorTracking#RootErrorTracker.expireOldFailures#ConditionalsBoundaryMutator#SURVIVED#97	swapped	does_not_apply	0.010	0.990	0.000	0.990	0.200	false
ravina/ravina-core#errorTracking#RootErrorTracker.expireOldFailures#RemoveConditionalMutator_EQUAL_IF#SURVIVED#91	real	does_not_apply	0.190	0.800	0.010	0.710	0.920	true
ravina/ravina-core#errorTracking#RootErrorTracker.expireOldFailures#RemoveConditionalMutator_EQUAL_IF#SURVIVED#91	swapped	does_not_apply	0.150	0.840	0.010	0.770	0.890	true
ravina/ravina-core#errorTracking#RootErrorTracker.produceErrorResponseSnapshot#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#119	real	applies	0.840	0.160	0.000	0.760	0.930	true
ravina/ravina-core#errorTracking#RootErrorTracker.produceErrorResponseSnapshot#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#119	swapped	does_not_apply	0.290	0.700	0.010	0.560	0.880	true
ravina/ravina-core#loadBalance#ArrayLoadBalancer.peek#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#67	real	does_not_apply	0.380	0.610	0.010	0.420	0.780	false
ravina/ravina-core#loadBalance#ArrayLoadBalancer.peek#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#67	swapped	does_not_apply	0.040	0.960	0.000	0.940	0.850	false
ravina/ravina-core#loadBalance#ArrayLoadBalancer.withContext#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#99	real	does_not_apply	0.380	0.610	0.010	0.430	0.910	false
ravina/ravina-core#loadBalance#ArrayLoadBalancer.withContext#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#99	swapped	does_not_apply	0.030	0.970	0.000	0.950	0.910	false
ravina/ravina-core#loadBalance#SortedLoadBalancer.lambda$static$0#PrimitiveReturnsMutator#SURVIVED#18	real	applies	0.920	0.080	0.000	0.870	0.810	true
ravina/ravina-core#loadBalance#SortedLoadBalancer.lambda$static$0#PrimitiveReturnsMutator#SURVIVED#18	swapped	does_not_apply	0.120	0.880	0.000	0.820	0.730	true
ravina/ravina-core#loadBalance#SortedLoadBalancer.lambda$static$0#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#18	real	applies	0.830	0.170	0.000	0.740	0.850	true
ravina/ravina-core#loadBalance#SortedLoadBalancer.lambda$static$0#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#18	swapped	applies	0.890	0.110	0.000	0.830	0.780	true
ravina/ravina-core#loadBalance#SortedLoadBalancer.lambda$static$0#RemoveConditionalMutator_EQUAL_IF#SURVIVED#18	real	applies	0.860	0.140	0.000	0.790	0.820	true
ravina/ravina-core#loadBalance#SortedLoadBalancer.lambda$static$0#RemoveConditionalMutator_EQUAL_IF#SURVIVED#18	swapped	applies	0.770	0.230	0.000	0.650	0.750	true
ravina/ravina-kms/core#signing#MemorySignerFromFilePointerFactory.signerFromFile#NakedReceiverMutator#SURVIVED#25	real	applies	0.910	0.090	0.000	0.860	0.110	false
ravina/ravina-kms/core#signing#MemorySignerFromFilePointerFactory.signerFromFile#NakedReceiverMutator#SURVIVED#25	swapped	does_not_apply	0.080	0.920	0.000	0.880	0.120	false
ravina/ravina-kms/core#signing#SigningServiceConfig$Parser.createConfig#ConditionalsBoundaryMutator#SURVIVED#95	real	applies	1.000	0.000	0.000	0.990	0.230	true
ravina/ravina-kms/core#signing#SigningServiceConfig$Parser.createConfig#ConditionalsBoundaryMutator#SURVIVED#95	swapped	does_not_apply	0.040	0.960	0.000	0.940	0.320	false
ravina/ravina-kms/core#signing#SigningServiceConfig$Parser.test#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#125	real	applies	0.870	0.120	0.010	0.800	0.950	true
ravina/ravina-kms/core#signing#SigningServiceConfig$Parser.test#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#125	swapped	does_not_apply	0.030	0.960	0.010	0.950	0.950	true
ravina/ravina-kms/core#signing#SigningServiceConfig$Parser.test#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#125	real	applies	0.870	0.120	0.010	0.800	0.950	true
ravina/ravina-kms/core#signing#SigningServiceConfig$Parser.test#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#125	swapped	does_not_apply	0.030	0.960	0.010	0.950	0.950	true
ravina/ravina-kms/core#signing#SigningServiceConfig$Parser.test#RemoveConditionalMutator_EQUAL_IF#SURVIVED#125	real	applies	0.550	0.430	0.020	0.320	0.950	true
