pair_id	level	p_same	p_narrowed	score	confidence	new_evidence	exact_line	jaccard
wf_82d378e6-c04#a3efb6ffccb75787b#findings#1 | wf_82d378e6-c04#a101acdbb64eb4236#findings#4	1	0.100	0.880	1.080	0.810	0.870	false	0.306
wf_ff0be015-683#a5d3efe1f4b8755d1#findings#0 | wf_ff0be015-683#a03e9855e2e484263#findings#0	2	0.800	0.190	1.800	0.690	0.700	false	0.305
wf_567bf3e9-b14#a550995460d50170d#breakages#8 | wf_567bf3e9-b14#a550995460d50170d#breakages#9	0	0.000	0.070	0.080	0.880	0.920	false	0.299
wf_567bf3e9-b14#a89bdf65a1d20dd29#breakages#3 | wf_567bf3e9-b14#a89bdf65a1d20dd29#breakages#4	0	0.030	0.170	0.230	0.660	0.620	false	0.294
wf_b431194a-57b#a8ce10d5241f27736#findings#1 | wf_b431194a-57b#a7d61403c27cc9f37#findings#1	2	0.860	0.140	1.860	0.790	0.920	false	0.288
wf_c3e0c64f-f5c#a1d8b35ee91fd9ce5#findings#0 | wf_c3e0c64f-f5c#a8345837cf74b738c#findings#0	1	0.280	0.660	1.220	0.480	0.960	false	0.288
wf_76c8d6d2-86c#a5a3ddd5cb0a8efa5#findings#1 | wf_76c8d6d2-86c#a92f7f0ba87a63b0b#findings#0	1	0.150	0.750	1.050	0.640	0.810	false	0.287
wf_285c2261-1eb#abfb4a5c4762356cc#findings#1 | wf_285c2261-1eb#a96168e2a90968988#findings#2	2	0.770	0.230	1.760	0.650	0.600	false	0.286
wf_b1cb3341-11b#a997d4ef830e78804#findings#0 | wf_b1cb3341-11b#a116275ad690b085e#findings#0	0	0.000	0.020	0.030	0.960	0.730	false	0.284
wf_5769d01d-035#af63930efbc52f1e8#findings#0 | wf_5769d01d-035#a1c4f1c8705fefd64#findings#1	1	0.210	0.710	1.120	0.570	0.920	false	0.284
wf_b431194a-57b#a8ce10d5241f27736#findings#2 | wf_b431194a-57b#a411170a4cc265146#findings#1	2	0.510	0.490	1.500	0.250	0.750	false	0.283
wf_01332151-8dd#ab5bcf629ce650f3c#findings#1 | wf_01332151-8dd#a9331dec828cb9801#findings#1	0	0.030	0.300	0.350	0.480	0.870	false	0.283
wf_77650a4c-eec#a4e287a1b2b197430#findings#1 | wf_77650a4c-eec#a4232bf8e8f11daa2#findings#0	0	0.090	0.400	0.570	0.140	0.960	false	0.279
wf_01332151-8dd#ada8a2fac213c9682#findings#1 | wf_01332151-8dd#a70a1ddcae7fc4e88#findings#3	1	0.100	0.460	0.660	0.200	0.540	false	0.278
wf_d3d5fc1b-5c0#a6b39484a516b69ae#findings#0 | wf_d3d5fc1b-5c0#a482ef11724ccdf94#findings#4	1	0.410	0.490	1.310	0.230	0.930	false	0.278
wf_77650a4c-eec#a313b2161956eaba6#findings#0 | wf_77650a4c-eec#a4e287a1b2b197430#findings#1	1	0.140	0.730	1.020	0.590	0.280	false	0.274
wf_ff0be015-683#af5c8c3a408b14a78#findings#0 | wf_ff0be015-683#a03e9855e2e484263#findings#0	1	0.390	0.570	1.340	0.350	0.860	false	0.273
wf_25b7ecd7-e1a#a370160af115c5f83#findings#1 | wf_25b7ecd7-e1a#acc4f0cb05ffaabbe#findings#1	2	0.680	0.320	1.670	0.500	0.920	false	0.269
wf_01332151-8dd#a9331dec828cb9801#findings#1 | wf_01332151-8dd#ada8a2fac213c9682#findings#1	0	0.010	0.070	0.080	0.880	0.910	false	0.269
wf_01332151-8dd#ab5bcf629ce650f3c#findings#1 | wf_01332151-8dd#a70a1ddcae7fc4e88#findings#3	1	0.250	0.580	1.080	0.370	0.820	false	0.267
wf_82d378e6-c04#a101acdbb64eb4236#findings#2 | wf_82d378e6-c04#a0126e6bfdab0dac6#findings#0	0	0.010	0.220	0.250	0.630	0.910	false	0.266
wf_82d378e6-c04#a3efb6ffccb75787b#findings#1 | wf_82d378e6-c04#a676e2a7da0603a63#findings#3	1	0.210	0.730	1.150	0.590	0.840	false	0.266
wf_567bf3e9-b14#a319509c7b12dd47a#nonConflictConcerns#2 | wf_567bf3e9-b14#a319509c7b12dd47a#nonConflictConcerns#5	0	0.000	0.030	0.030	0.950	0.930	false	0.261
wf_77650a4c-eec#a313b2161956eaba6#findings#0 | wf_77650a4c-eec#aeb6fcf137bd4291a#findings#1	1	0.080	0.590	0.750	0.390	0.260	false	0.259
wf_01332151-8dd#a5292545d4a68af1e#findings#0 | wf_01332151-8dd#ada8a2fac213c9682#findings#0	2	0.770	0.220	1.760	0.640	0.870	false	0.258
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#0 | wf_82d378e6-c04#abe5fed68ac09f4b1#findings#1	0	0.000	0.030	0.030	0.950	0.950	false	0.176
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#0 | wf_82d378e6-c04#abe5fed68ac09f4b1#findings#2	0	0.000	0.040	0.050	0.920	0.950	false	0.197
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#0 | wf_82d378e6-c04#abe5fed68ac09f4b1#findings#3	0	0.000	0.000	0.000	0.990	0.850	false	0.141
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#0 | wf_82d378e6-c04#a3efb6ffccb75787b#findings#2	0	0.070	0.420	0.560	0.160	0.840	false	0.210
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#0 | wf_82d378e6-c04#a3efb6ffccb75787b#findings#3	0	0.000	0.010	0.010	0.980	0.930	false	0.150
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#0 | wf_82d378e6-c04#a101acdbb64eb4236#findings#2	0	0.000	0.070	0.080	0.880	0.860	false	0.176
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#0 | wf_82d378e6-c04#a101acdbb64eb4236#findings#3	0	0.010	0.160	0.180	0.730	0.940	false	0.200
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#0 | wf_82d378e6-c04#a676e2a7da0603a63#findings#1	0	0.010	0.130	0.150	0.780	0.780	false	0.187
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#0 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#1	0	0.000	0.060	0.060	0.910	0.940	false	0.167
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#1 | wf_82d378e6-c04#abe5fed68ac09f4b1#findings#2	0	0.000	0.010	0.010	0.980	0.950	false	0.115
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#1 | wf_82d378e6-c04#abe5fed68ac09f4b1#findings#3	0	0.010	0.030	0.050	0.930	0.900	false	0.114
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#1 | wf_82d378e6-c04#a3efb6ffccb75787b#findings#0	0	0.050	0.240	0.340	0.490	0.960	false	0.127
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#1 | wf_82d378e6-c04#a3efb6ffccb75787b#findings#2	0	0.000	0.010	0.020	0.970	0.940	false	0.129
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#1 | wf_82d378e6-c04#a3efb6ffccb75787b#findings#3	0	0.000	0.000	0.010	0.990	0.940	false	0.130
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#1 | wf_82d378e6-c04#a101acdbb64eb4236#findings#0	0	0.000	0.000	0.000	0.990	0.940	false	0.135
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#1 | wf_82d378e6-c04#a101acdbb64eb4236#findings#3	0	0.000	0.020	0.030	0.960	0.970	false	0.148
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#1 | wf_82d378e6-c04#a676e2a7da0603a63#findings#0	0	0.010	0.040	0.050	0.920	0.950	false	0.194
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#1 | wf_82d378e6-c04#a676e2a7da0603a63#findings#1	0	0.000	0.020	0.020	0.970	0.870	false	0.157
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#1 | wf_82d378e6-c04#a0126e6bfdab0dac6#findings#0	0	0.000	0.070	0.070	0.890	0.950	false	0.216
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#1 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#0	0	0.000	0.020	0.020	0.970	0.940	false	0.142
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#1 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#1	0	0.000	0.020	0.030	0.960	0.960	false	0.127
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#2 | wf_82d378e6-c04#abe5fed68ac09f4b1#findings#3	0	0.030	0.190	0.240	0.640	0.760	false	0.234
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#2 | wf_82d378e6-c04#a3efb6ffccb75787b#findings#0	0	0.000	0.050	0.060	0.910	0.950	false	0.171
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#2 | wf_82d378e6-c04#a3efb6ffccb75787b#findings#2	0	0.010	0.070	0.080	0.880	0.660	false	0.175
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#2 | wf_82d378e6-c04#a3efb6ffccb75787b#findings#3	0	0.030	0.210	0.270	0.590	0.820	false	0.225
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#2 | wf_82d378e6-c04#a101acdbb64eb4236#findings#0	0	0.000	0.040	0.050	0.920	0.870	false	0.167
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#2 | wf_82d378e6-c04#a101acdbb64eb4236#findings#2	0	0.000	0.030	0.030	0.960	0.780	false	0.174
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#2 | wf_82d378e6-c04#a676e2a7da0603a63#findings#0	0	0.010	0.120	0.150	0.780	0.870	false	0.202
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#2 | wf_82d378e6-c04#a676e2a7da0603a63#findings#1	0	0.000	0.040	0.040	0.930	0.700	false	0.126
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#2 | wf_82d378e6-c04#a0126e6bfdab0dac6#findings#0	0	0.000	0.040	0.040	0.940	0.890	false	0.209
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#2 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#0	0	0.000	0.030	0.040	0.950	0.780	false	0.186
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#3 | wf_82d378e6-c04#a3efb6ffccb75787b#findings#0	0	0.000	0.020	0.030	0.960	0.920	false	0.150
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#3 | wf_82d378e6-c04#a3efb6ffccb75787b#findings#2	0	0.000	0.010	0.010	0.990	0.860	false	0.138
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#3 | wf_82d378e6-c04#a101acdbb64eb4236#findings#0	0	0.000	0.010	0.010	0.980	0.920	false	0.192
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#3 | wf_82d378e6-c04#a101acdbb64eb4236#findings#2	0	0.000	0.010	0.010	0.990	0.840	false	0.153
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#3 | wf_82d378e6-c04#a101acdbb64eb4236#findings#3	0	0.030	0.270	0.330	0.510	0.960	false	0.208
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#3 | wf_82d378e6-c04#a676e2a7da0603a63#findings#0	0	0.000	0.010	0.020	0.970	0.890	false	0.208
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#3 | wf_82d378e6-c04#a676e2a7da0603a63#findings#1	0	0.000	0.010	0.010	0.980	0.720	false	0.129
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#3 | wf_82d378e6-c04#a0126e6bfdab0dac6#findings#0	0	0.000	0.010	0.020	0.970	0.890	false	0.192
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#3 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#0	0	0.000	0.010	0.010	0.990	0.870	false	0.153
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#3 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#1	0	0.010	0.140	0.160	0.760	0.950	false	0.166
wf_82d378e6-c04#a3efb6ffccb75787b#findings#0 | wf_82d378e6-c04#a3efb6ffccb75787b#findings#2	0	0.030	0.210	0.260	0.610	0.850	false	0.194
wf_82d378e6-c04#a3efb6ffccb75787b#findings#0 | wf_82d378e6-c04#a3efb6ffccb75787b#findings#3	0	0.000	0.010	0.010	0.980	0.920	false	0.145
wf_82d378e6-c04#a3efb6ffccb75787b#findings#0 | wf_82d378e6-c04#a101acdbb64eb4236#findings#2	0	0.010	0.170	0.190	0.720	0.870	false	0.179
wf_82d378e6-c04#a3efb6ffccb75787b#findings#0 | wf_82d378e6-c04#a101acdbb64eb4236#findings#3	0	0.010	0.180	0.200	0.700	0.940	false	0.198
wf_82d378e6-c04#a3efb6ffccb75787b#findings#0 | wf_82d378e6-c04#a676e2a7da0603a63#findings#1	0	0.020	0.190	0.220	0.660	0.710	false	0.184
wf_82d378e6-c04#a3efb6ffccb75787b#findings#0 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#1	0	0.000	0.020	0.020	0.970	0.950	false	0.144
wf_82d378e6-c04#a3efb6ffccb75787b#findings#2 | wf_82d378e6-c04#a3efb6ffccb75787b#findings#3	0	0.000	0.010	0.010	0.980	0.920	false	0.131
wf_82d378e6-c04#a3efb6ffccb75787b#findings#2 | wf_82d378e6-c04#a101acdbb64eb4236#findings#0	0	0.040	0.480	0.570	0.220	0.930	false	0.241
wf_82d378e6-c04#a3efb6ffccb75787b#findings#2 | wf_82d378e6-c04#a101acdbb64eb4236#findings#2	0	0.000	0.030	0.040	0.940	0.890	false	0.149
wf_82d378e6-c04#a3efb6ffccb75787b#findings#2 | wf_82d378e6-c04#a101acdbb64eb4236#findings#3	1	0.050	0.560	0.670	0.340	0.950	false	0.189
wf_82d378e6-c04#a3efb6ffccb75787b#findings#2 | wf_82d378e6-c04#a676e2a7da0603a63#findings#0	0	0.050	0.430	0.520	0.210	0.920	false	0.172
wf_82d378e6-c04#a3efb6ffccb75787b#findings#2 | wf_82d378e6-c04#a676e2a7da0603a63#findings#1	0	0.010	0.050	0.070	0.900	0.680	false	0.166
wf_82d378e6-c04#a3efb6ffccb75787b#findings#2 | wf_82d378e6-c04#a0126e6bfdab0dac6#findings#0	0	0.010	0.150	0.170	0.740	0.920	false	0.183
wf_82d378e6-c04#a3efb6ffccb75787b#findings#2 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#0	0	0.010	0.250	0.280	0.580	0.880	false	0.190
wf_82d378e6-c04#a3efb6ffccb75787b#findings#2 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#1	0	0.010	0.200	0.230	0.660	0.950	false	0.194
wf_82d378e6-c04#a3efb6ffccb75787b#findings#3 | wf_82d378e6-c04#a101acdbb64eb4236#findings#0	0	0.000	0.010	0.010	0.990	0.930	false	0.163
wf_82d378e6-c04#a3efb6ffccb75787b#findings#3 | wf_82d378e6-c04#a101acdbb64eb4236#findings#2	0	0.000	0.010	0.010	0.990	0.880	false	0.147
wf_82d378e6-c04#a3efb6ffccb75787b#findings#3 | wf_82d378e6-c04#a101acdbb64eb4236#findings#3	0	0.020	0.200	0.230	0.650	0.950	false	0.224
wf_82d378e6-c04#a3efb6ffccb75787b#findings#3 | wf_82d378e6-c04#a676e2a7da0603a63#findings#0	0	0.000	0.010	0.010	0.990	0.920	false	0.195
wf_82d378e6-c04#a3efb6ffccb75787b#findings#3 | wf_82d378e6-c04#a676e2a7da0603a63#findings#1	0	0.000	0.010	0.010	0.990	0.800	false	0.139
wf_82d378e6-c04#a3efb6ffccb75787b#findings#3 | wf_82d378e6-c04#a0126e6bfdab0dac6#findings#0	0	0.000	0.010	0.010	0.980	0.940	false	0.189
wf_82d378e6-c04#a3efb6ffccb75787b#findings#3 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#0	0	0.000	0.000	0.000	0.990	0.910	false	0.156
wf_82d378e6-c04#a3efb6ffccb75787b#findings#3 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#1	0	0.020	0.200	0.230	0.650	0.960	false	0.194
wf_82d378e6-c04#a101acdbb64eb4236#findings#0 | wf_82d378e6-c04#a101acdbb64eb4236#findings#2	0	0.000	0.030	0.040	0.940	0.830	false	0.154
wf_82d378e6-c04#a101acdbb64eb4236#findings#0 | wf_82d378e6-c04#a101acdbb64eb4236#findings#3	0	0.010	0.080	0.090	0.860	0.950	false	0.186
wf_82d378e6-c04#a101acdbb64eb4236#findings#0 | wf_82d378e6-c04#a676e2a7da0603a63#findings#1	0	0.000	0.030	0.040	0.950	0.730	false	0.156
wf_82d378e6-c04#a101acdbb64eb4236#findings#0 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#1	0	0.000	0.010	0.020	0.980	0.930	false	0.165
wf_82d378e6-c04#a101acdbb64eb4236#findings#2 | wf_82d378e6-c04#a101acdbb64eb4236#findings#3	0	0.010	0.160	0.170	0.740	0.950	false	0.161
wf_82d378e6-c04#a101acdbb64eb4236#findings#2 | wf_82d378e6-c04#a676e2a7da0603a63#findings#0	0	0.010	0.120	0.140	0.790	0.890	false	0.209
wf_82d378e6-c04#a101acdbb64eb4236#findings#2 | wf_82d378e6-c04#a676e2a7da0603a63#findings#1	0	0.020	0.210	0.250	0.620	0.710	false	0.204
wf_82d378e6-c04#a101acdbb64eb4236#findings#2 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#0	0	0.010	0.080	0.100	0.850	0.880	false	0.169
wf_82d378e6-c04#a101acdbb64eb4236#findings#2 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#1	0	0.000	0.040	0.050	0.930	0.930	false	0.146
wf_82d378e6-c04#a101acdbb64eb4236#findings#3 | wf_82d378e6-c04#a676e2a7da0603a63#findings#0	0	0.000	0.060	0.070	0.890	0.900	false	0.177
wf_82d378e6-c04#a101acdbb64eb4236#findings#3 | wf_82d378e6-c04#a676e2a7da0603a63#findings#1	0	0.000	0.040	0.050	0.930	0.720	false	0.164
wf_82d378e6-c04#a101acdbb64eb4236#findings#3 | wf_82d378e6-c04#a0126e6bfdab0dac6#findings#0	0	0.000	0.060	0.070	0.890	0.890	false	0.213
wf_82d378e6-c04#a101acdbb64eb4236#findings#3 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#0	0	0.000	0.020	0.020	0.970	0.850	false	0.244
wf_82d378e6-c04#a676e2a7da0603a63#findings#0 | wf_82d378e6-c04#a676e2a7da0603a63#findings#1	0	0.010	0.110	0.130	0.800	0.800	false	0.167
wf_82d378e6-c04#a676e2a7da0603a63#findings#0 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#1	0	0.000	0.060	0.070	0.890	0.950	false	0.189
wf_82d378e6-c04#a676e2a7da0603a63#findings#1 | wf_82d378e6-c04#a0126e6bfdab0dac6#findings#0	0	0.010	0.180	0.200	0.700	0.930	false	0.224
wf_82d378e6-c04#a676e2a7da0603a63#findings#1 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#0	0	0.000	0.030	0.040	0.940	0.910	false	0.187
wf_82d378e6-c04#a676e2a7da0603a63#findings#1 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#1	0	0.000	0.020	0.020	0.970	0.960	false	0.113
wf_82d378e6-c04#a0126e6bfdab0dac6#findings#0 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#1	0	0.000	0.030	0.030	0.950	0.940	false	0.185
wf_82d378e6-c04#a3f92776d639e4d5d#findings#0 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#1	0	0.000	0.020	0.020	0.970	0.940	false	0.141
wf_82d378e6-c04#abe5fed68ac09f4b1#findings#4 | wf_82d378e6-c04#a3efb6ffccb75787b#findings#1	1	0.180	0.500	0.860	0.250	0.960	false	0.219
wf_82d378e6-c04#a3efb6ffccb75787b#findings#1 | wf_82d378e6-c04#a0126e6bfdab0dac6#findings#1	1	0.160	0.810	1.130	0.710	0.790	false	0.227
wf_82d378e6-c04#a3efb6ffccb75787b#findings#1 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#2	1	0.270	0.680	1.220	0.510	0.900	false	0.255
wf_82d378e6-c04#a101acdbb64eb4236#findings#1 | wf_82d378e6-c04#a0126e6bfdab0dac6#findings#2	0	0.000	0.020	0.030	0.950	0.950	false	0.078
wf_82d378e6-c04#a101acdbb64eb4236#findings#1 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#3	0	0.010	0.050	0.060	0.900	0.950	false	0.073
wf_82d378e6-c04#a101acdbb64eb4236#findings#1 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#4	0	0.000	0.020	0.020	0.970	0.800	false	0.082
wf_82d378e6-c04#a0126e6bfdab0dac6#findings#2 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#4	0	0.000	0.150	0.160	0.760	0.790	false	0.166
wf_82d378e6-c04#a3f92776d639e4d5d#findings#3 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#4	0	0.000	0.080	0.090	0.870	0.820	false	0.163
